date_key,full_date,year,month,month_name,day,day_of_week_num,day_name,is_weekend,quarter
327,2016-11-22 00:00:00+05:30,2016,11,November ,22,2,Tuesday  ,f,4
328,2016-11-23 00:00:00+05:30,2016,11,November ,23,3,Wednesday,f,4
329,2016-11-24 00:00:00+05:30,2016,11,November ,24,4,Thursday ,f,4
330,2016-11-25 00:00:00+05:30,2016,11,November ,25,5,Friday   ,f,4
331,2016-11-26 00:00:00+05:30,2016,11,November ,26,6,Saturday ,t,4
332,2016-11-27 00:00:00+05:30,2016,11,November ,27,0,Sunday   ,t,4
333,2016-11-28 00:00:00+05:30,2016,11,November ,28,1,Monday   ,f,4
334,2016-11-29 00:00:00+05:30,2016,11,November ,29,2,Tuesday  ,f,4
335,2016-11-30 00:00:00+05:30,2016,11,November ,30,3,Wednesday,f,4
336,2016-12-01 00:00:00+05:30,2016,12,December ,1,4,Thursday ,f,4
337,2016-12-02 00:00:00+05:30,2016,12,December ,2,5,Friday   ,f,4
338,2016-12-03 00:00:00+05:30,2016,12,December ,3,6,Saturday ,t,4
339,2016-12-04 00:00:00+05:30,2016,12,December ,4,0,Sunday   ,t,4
340,2016-12-05 00:00:00+05:30,2016,12,December ,5,1,Monday   ,f,4
341,2016-12-06 00:00:00+05:30,2016,12,December ,6,2,Tuesday  ,f,4
342,2016-12-07 00:00:00+05:30,2016,12,December ,7,3,Wednesday,f,4
343,2016-12-08 00:00:00+05:30,2016,12,December ,8,4,Thursday ,f,4
344,2016-12-09 00:00:00+05:30,2016,12,December ,9,5,Friday   ,f,4
345,2016-12-10 00:00:00+05:30,2016,12,December ,10,6,Saturday ,t,4
346,2016-12-11 00:00:00+05:30,2016,12,December ,11,0,Sunday   ,t,4
347,2016-12-12 00:00:00+05:30,2016,12,December ,12,1,Monday   ,f,4
348,2016-12-13 00:00:00+05:30,2016,12,December ,13,2,Tuesday  ,f,4
349,2016-12-14 00:00:00+05:30,2016,12,December ,14,3,Wednesday,f,4
350,2016-12-15 00:00:00+05:30,2016,12,December ,15,4,Thursday ,f,4
351,2016-12-16 00:00:00+05:30,2016,12,December ,16,5,Friday   ,f,4
352,2016-12-17 00:00:00+05:30,2016,12,December ,17,6,Saturday ,t,4
353,2016-12-18 00:00:00+05:30,2016,12,December ,18,0,Sunday   ,t,4
354,2016-12-19 00:00:00+05:30,2016,12,December ,19,1,Monday   ,f,4
355,2016-12-20 00:00:00+05:30,2016,12,December ,20,2,Tuesday  ,f,4
356,2016-12-21 00:00:00+05:30,2016,12,December ,21,3,Wednesday,f,4
357,2016-12-22 00:00:00+05:30,2016,12,December ,22,4,Thursday ,f,4
358,2016-12-23 00:00:00+05:30,2016,12,December ,23,5,Friday   ,f,4
359,2016-12-24 00:00:00+05:30,2016,12,December ,24,6,Saturday ,t,4
360,2016-12-25 00:00:00+05:30,2016,12,December ,25,0,Sunday   ,t,4
361,2016-12-26 00:00:00+05:30,2016,12,December ,26,1,Monday   ,f,4
362,2016-12-27 00:00:00+05:30,2016,12,December ,27,2,Tuesday  ,f,4
363,2016-12-28 00:00:00+05:30,2016,12,December ,28,3,Wednesday,f,4
364,2016-12-29 00:00:00+05:30,2016,12,December ,29,4,Thursday ,f,4
365,2016-12-30 00:00:00+05:30,2016,12,December ,30,5,Friday   ,f,4
366,2016-12-31 00:00:00+05:30,2016,12,December ,31,6,Saturday ,t,4
367,2017-01-01 00:00:00+05:30,2017,1,January  ,1,0,Sunday   ,t,1
368,2017-01-02 00:00:00+05:30,2017,1,January  ,2,1,Monday   ,f,1
369,2017-01-03 00:00:00+05:30,2017,1,January  ,3,2,Tuesday  ,f,1
370,2017-01-04 00:00:00+05:30,2017,1,January  ,4,3,Wednesday,f,1
371,2017-01-05 00:00:00+05:30,2017,1,January  ,5,4,Thursday ,f,1
372,2017-01-06 00:00:00+05:30,2017,1,January  ,6,5,Friday   ,f,1
373,2017-01-07 00:00:00+05:30,2017,1,January  ,7,6,Saturday ,t,1
374,2017-01-08 00:00:00+05:30,2017,1,January  ,8,0,Sunday   ,t,1
375,2017-01-09 00:00:00+05:30,2017,1,January  ,9,1,Monday   ,f,1
376,2017-01-10 00:00:00+05:30,2017,1,January  ,10,2,Tuesday  ,f,1
377,2017-01-11 00:00:00+05:30,2017,1,January  ,11,3,Wednesday,f,1
378,2017-01-12 00:00:00+05:30,2017,1,January  ,12,4,Thursday ,f,1
379,2017-01-13 00:00:00+05:30,2017,1,January  ,13,5,Friday   ,f,1
380,2017-01-14 00:00:00+05:30,2017,1,January  ,14,6,Saturday ,t,1
381,2017-01-15 00:00:00+05:30,2017,1,January  ,15,0,Sunday   ,t,1
382,2017-01-16 00:00:00+05:30,2017,1,January  ,16,1,Monday   ,f,1
383,2017-01-17 00:00:00+05:30,2017,1,January  ,17,2,Tuesday  ,f,1
384,2017-01-18 00:00:00+05:30,2017,1,January  ,18,3,Wednesday,f,1
385,2017-01-19 00:00:00+05:30,2017,1,January  ,19,4,Thursday ,f,1
386,2017-01-20 00:00:00+05:30,2017,1,January  ,20,5,Friday   ,f,1
387,2017-01-21 00:00:00+05:30,2017,1,January  ,21,6,Saturday ,t,1
388,2017-01-22 00:00:00+05:30,2017,1,January  ,22,0,Sunday   ,t,1
389,2017-01-23 00:00:00+05:30,2017,1,January  ,23,1,Monday   ,f,1
390,2017-01-24 00:00:00+05:30,2017,1,January  ,24,2,Tuesday  ,f,1
391,2017-01-25 00:00:00+05:30,2017,1,January  ,25,3,Wednesday,f,1
392,2017-01-26 00:00:00+05:30,2017,1,January  ,26,4,Thursday ,f,1
393,2017-01-27 00:00:00+05:30,2017,1,January  ,27,5,Friday   ,f,1
394,2017-01-28 00:00:00+05:30,2017,1,January  ,28,6,Saturday ,t,1
395,2017-01-29 00:00:00+05:30,2017,1,January  ,29,0,Sunday   ,t,1
396,2017-01-30 00:00:00+05:30,2017,1,January  ,30,1,Monday   ,f,1
397,2017-01-31 00:00:00+05:30,2017,1,January  ,31,2,Tuesday  ,f,1
398,2017-02-01 00:00:00+05:30,2017,2,February ,1,3,Wednesday,f,1
399,2017-02-02 00:00:00+05:30,2017,2,February ,2,4,Thursday ,f,1
400,2017-02-03 00:00:00+05:30,2017,2,February ,3,5,Friday   ,f,1
401,2017-02-04 00:00:00+05:30,2017,2,February ,4,6,Saturday ,t,1
402,2017-02-05 00:00:00+05:30,2017,2,February ,5,0,Sunday   ,t,1
403,2017-02-06 00:00:00+05:30,2017,2,February ,6,1,Monday   ,f,1
404,2017-02-07 00:00:00+05:30,2017,2,February ,7,2,Tuesday  ,f,1
405,2017-02-08 00:00:00+05:30,2017,2,February ,8,3,Wednesday,f,1
406,2017-02-09 00:00:00+05:30,2017,2,February ,9,4,Thursday ,f,1
407,2017-02-10 00:00:00+05:30,2017,2,February ,10,5,Friday   ,f,1
408,2017-02-11 00:00:00+05:30,2017,2,February ,11,6,Saturday ,t,1
409,2017-02-12 00:00:00+05:30,2017,2,February ,12,0,Sunday   ,t,1
410,2017-02-13 00:00:00+05:30,2017,2,February ,13,1,Monday   ,f,1
411,2017-02-14 00:00:00+05:30,2017,2,February ,14,2,Tuesday  ,f,1
412,2017-02-15 00:00:00+05:30,2017,2,February ,15,3,Wednesday,f,1
413,2017-02-16 00:00:00+05:30,2017,2,February ,16,4,Thursday ,f,1
414,2017-02-17 00:00:00+05:30,2017,2,February ,17,5,Friday   ,f,1
415,2017-02-18 00:00:00+05:30,2017,2,February ,18,6,Saturday ,t,1
416,2017-02-19 00:00:00+05:30,2017,2,February ,19,0,Sunday   ,t,1
417,2017-02-20 00:00:00+05:30,2017,2,February ,20,1,Monday   ,f,1
418,2017-02-21 00:00:00+05:30,2017,2,February ,21,2,Tuesday  ,f,1
419,2017-02-22 00:00:00+05:30,2017,2,February ,22,3,Wednesday,f,1
420,2017-02-23 00:00:00+05:30,2017,2,February ,23,4,Thursday ,f,1
421,2017-02-24 00:00:00+05:30,2017,2,February ,24,5,Friday   ,f,1
422,2017-02-25 00:00:00+05:30,2017,2,February ,25,6,Saturday ,t,1
423,2017-02-26 00:00:00+05:30,2017,2,February ,26,0,Sunday   ,t,1
424,2017-02-27 00:00:00+05:30,2017,2,February ,27,1,Monday   ,f,1
425,2017-02-28 00:00:00+05:30,2017,2,February ,28,2,Tuesday  ,f,1
426,2017-03-01 00:00:00+05:30,2017,3,March    ,1,3,Wednesday,f,1
427,2017-03-02 00:00:00+05:30,2017,3,March    ,2,4,Thursday ,f,1
428,2017-03-03 00:00:00+05:30,2017,3,March    ,3,5,Friday   ,f,1
429,2017-03-04 00:00:00+05:30,2017,3,March    ,4,6,Saturday ,t,1
430,2017-03-05 00:00:00+05:30,2017,3,March    ,5,0,Sunday   ,t,1
431,2017-03-06 00:00:00+05:30,2017,3,March    ,6,1,Monday   ,f,1
432,2017-03-07 00:00:00+05:30,2017,3,March    ,7,2,Tuesday  ,f,1
433,2017-03-08 00:00:00+05:30,2017,3,March    ,8,3,Wednesday,f,1
434,2017-03-09 00:00:00+05:30,2017,3,March    ,9,4,Thursday ,f,1
435,2017-03-10 00:00:00+05:30,2017,3,March    ,10,5,Friday   ,f,1
436,2017-03-11 00:00:00+05:30,2017,3,March    ,11,6,Saturday ,t,1
437,2017-03-12 00:00:00+05:30,2017,3,March    ,12,0,Sunday   ,t,1
438,2017-03-13 00:00:00+05:30,2017,3,March    ,13,1,Monday   ,f,1
439,2017-03-14 00:00:00+05:30,2017,3,March    ,14,2,Tuesday  ,f,1
440,2017-03-15 00:00:00+05:30,2017,3,March    ,15,3,Wednesday,f,1
441,2017-03-16 00:00:00+05:30,2017,3,March    ,16,4,Thursday ,f,1
442,2017-03-17 00:00:00+05:30,2017,3,March    ,17,5,Friday   ,f,1
443,2017-03-18 00:00:00+05:30,2017,3,March    ,18,6,Saturday ,t,1
444,2017-03-19 00:00:00+05:30,2017,3,March    ,19,0,Sunday   ,t,1
445,2017-03-20 00:00:00+05:30,2017,3,March    ,20,1,Monday   ,f,1
446,2017-03-21 00:00:00+05:30,2017,3,March    ,21,2,Tuesday  ,f,1
447,2017-03-22 00:00:00+05:30,2017,3,March    ,22,3,Wednesday,f,1
448,2017-03-23 00:00:00+05:30,2017,3,March    ,23,4,Thursday ,f,1
449,2017-03-24 00:00:00+05:30,2017,3,March    ,24,5,Friday   ,f,1
450,2017-03-25 00:00:00+05:30,2017,3,March    ,25,6,Saturday ,t,1
451,2017-03-26 00:00:00+05:30,2017,3,March    ,26,0,Sunday   ,t,1
452,2017-03-27 00:00:00+05:30,2017,3,March    ,27,1,Monday   ,f,1
453,2017-03-28 00:00:00+05:30,2017,3,March    ,28,2,Tuesday  ,f,1
454,2017-03-29 00:00:00+05:30,2017,3,March    ,29,3,Wednesday,f,1
455,2017-03-30 00:00:00+05:30,2017,3,March    ,30,4,Thursday ,f,1
456,2017-03-31 00:00:00+05:30,2017,3,March    ,31,5,Friday   ,f,1
457,2017-04-01 00:00:00+05:30,2017,4,April    ,1,6,Saturday ,t,2
458,2017-04-02 00:00:00+05:30,2017,4,April    ,2,0,Sunday   ,t,2
459,2017-04-03 00:00:00+05:30,2017,4,April    ,3,1,Monday   ,f,2
460,2017-04-04 00:00:00+05:30,2017,4,April    ,4,2,Tuesday  ,f,2
461,2017-04-05 00:00:00+05:30,2017,4,April    ,5,3,Wednesday,f,2
462,2017-04-06 00:00:00+05:30,2017,4,April    ,6,4,Thursday ,f,2
463,2017-04-07 00:00:00+05:30,2017,4,April    ,7,5,Friday   ,f,2
464,2017-04-08 00:00:00+05:30,2017,4,April    ,8,6,Saturday ,t,2
465,2017-04-09 00:00:00+05:30,2017,4,April    ,9,0,Sunday   ,t,2
466,2017-04-10 00:00:00+05:30,2017,4,April    ,10,1,Monday   ,f,2
467,2017-04-11 00:00:00+05:30,2017,4,April    ,11,2,Tuesday  ,f,2
468,2017-04-12 00:00:00+05:30,2017,4,April    ,12,3,Wednesday,f,2
469,2017-04-13 00:00:00+05:30,2017,4,April    ,13,4,Thursday ,f,2
470,2017-04-14 00:00:00+05:30,2017,4,April    ,14,5,Friday   ,f,2
471,2017-04-15 00:00:00+05:30,2017,4,April    ,15,6,Saturday ,t,2
472,2017-04-16 00:00:00+05:30,2017,4,April    ,16,0,Sunday   ,t,2
473,2017-04-17 00:00:00+05:30,2017,4,April    ,17,1,Monday   ,f,2
474,2017-04-18 00:00:00+05:30,2017,4,April    ,18,2,Tuesday  ,f,2
475,2017-04-19 00:00:00+05:30,2017,4,April    ,19,3,Wednesday,f,2
476,2017-04-20 00:00:00+05:30,2017,4,April    ,20,4,Thursday ,f,2
477,2017-04-21 00:00:00+05:30,2017,4,April    ,21,5,Friday   ,f,2
478,2017-04-22 00:00:00+05:30,2017,4,April    ,22,6,Saturday ,t,2
479,2017-04-23 00:00:00+05:30,2017,4,April    ,23,0,Sunday   ,t,2
480,2017-04-24 00:00:00+05:30,2017,4,April    ,24,1,Monday   ,f,2
481,2017-04-25 00:00:00+05:30,2017,4,April    ,25,2,Tuesday  ,f,2
482,2017-04-26 00:00:00+05:30,2017,4,April    ,26,3,Wednesday,f,2
483,2017-04-27 00:00:00+05:30,2017,4,April    ,27,4,Thursday ,f,2
484,2017-04-28 00:00:00+05:30,2017,4,April    ,28,5,Friday   ,f,2
485,2017-04-29 00:00:00+05:30,2017,4,April    ,29,6,Saturday ,t,2
486,2017-04-30 00:00:00+05:30,2017,4,April    ,30,0,Sunday   ,t,2
487,2017-05-01 00:00:00+05:30,2017,5,May      ,1,1,Monday   ,f,2
488,2017-05-02 00:00:00+05:30,2017,5,May      ,2,2,Tuesday  ,f,2
489,2017-05-03 00:00:00+05:30,2017,5,May      ,3,3,Wednesday,f,2
490,2017-05-04 00:00:00+05:30,2017,5,May      ,4,4,Thursday ,f,2
491,2017-05-05 00:00:00+05:30,2017,5,May      ,5,5,Friday   ,f,2
492,2017-05-06 00:00:00+05:30,2017,5,May      ,6,6,Saturday ,t,2
493,2017-05-07 00:00:00+05:30,2017,5,May      ,7,0,Sunday   ,t,2
494,2017-05-08 00:00:00+05:30,2017,5,May      ,8,1,Monday   ,f,2
495,2017-05-09 00:00:00+05:30,2017,5,May      ,9,2,Tuesday  ,f,2
496,2017-05-10 00:00:00+05:30,2017,5,May      ,10,3,Wednesday,f,2
497,2017-05-11 00:00:00+05:30,2017,5,May      ,11,4,Thursday ,f,2
498,2017-05-12 00:00:00+05:30,2017,5,May      ,12,5,Friday   ,f,2
499,2017-05-13 00:00:00+05:30,2017,5,May      ,13,6,Saturday ,t,2
500,2017-05-14 00:00:00+05:30,2017,5,May      ,14,0,Sunday   ,t,2
501,2017-05-15 00:00:00+05:30,2017,5,May      ,15,1,Monday   ,f,2
502,2017-05-16 00:00:00+05:30,2017,5,May      ,16,2,Tuesday  ,f,2
503,2017-05-17 00:00:00+05:30,2017,5,May      ,17,3,Wednesday,f,2
504,2017-05-18 00:00:00+05:30,2017,5,May      ,18,4,Thursday ,f,2
505,2017-05-19 00:00:00+05:30,2017,5,May      ,19,5,Friday   ,f,2
506,2017-05-20 00:00:00+05:30,2017,5,May      ,20,6,Saturday ,t,2
507,2017-05-21 00:00:00+05:30,2017,5,May      ,21,0,Sunday   ,t,2
508,2017-05-22 00:00:00+05:30,2017,5,May      ,22,1,Monday   ,f,2
509,2017-05-23 00:00:00+05:30,2017,5,May      ,23,2,Tuesday  ,f,2
510,2017-05-24 00:00:00+05:30,2017,5,May      ,24,3,Wednesday,f,2
511,2017-05-25 00:00:00+05:30,2017,5,May      ,25,4,Thursday ,f,2
512,2017-05-26 00:00:00+05:30,2017,5,May      ,26,5,Friday   ,f,2
513,2017-05-27 00:00:00+05:30,2017,5,May      ,27,6,Saturday ,t,2
514,2017-05-28 00:00:00+05:30,2017,5,May      ,28,0,Sunday   ,t,2
515,2017-05-29 00:00:00+05:30,2017,5,May      ,29,1,Monday   ,f,2
516,2017-05-30 00:00:00+05:30,2017,5,May      ,30,2,Tuesday  ,f,2
517,2017-05-31 00:00:00+05:30,2017,5,May      ,31,3,Wednesday,f,2
518,2017-06-01 00:00:00+05:30,2017,6,June     ,1,4,Thursday ,f,2
519,2017-06-02 00:00:00+05:30,2017,6,June     ,2,5,Friday   ,f,2
520,2017-06-03 00:00:00+05:30,2017,6,June     ,3,6,Saturday ,t,2
521,2017-06-04 00:00:00+05:30,2017,6,June     ,4,0,Sunday   ,t,2
522,2017-06-05 00:00:00+05:30,2017,6,June     ,5,1,Monday   ,f,2
523,2017-06-06 00:00:00+05:30,2017,6,June     ,6,2,Tuesday  ,f,2
524,2017-06-07 00:00:00+05:30,2017,6,June     ,7,3,Wednesday,f,2
525,2017-06-08 00:00:00+05:30,2017,6,June     ,8,4,Thursday ,f,2
526,2017-06-09 00:00:00+05:30,2017,6,June     ,9,5,Friday   ,f,2
527,2017-06-10 00:00:00+05:30,2017,6,June     ,10,6,Saturday ,t,2
528,2017-06-11 00:00:00+05:30,2017,6,June     ,11,0,Sunday   ,t,2
529,2017-06-12 00:00:00+05:30,2017,6,June     ,12,1,Monday   ,f,2
530,2017-06-13 00:00:00+05:30,2017,6,June     ,13,2,Tuesday  ,f,2
531,2017-06-14 00:00:00+05:30,2017,6,June     ,14,3,Wednesday,f,2
532,2017-06-15 00:00:00+05:30,2017,6,June     ,15,4,Thursday ,f,2
533,2017-06-16 00:00:00+05:30,2017,6,June     ,16,5,Friday   ,f,2
534,2017-06-17 00:00:00+05:30,2017,6,June     ,17,6,Saturday ,t,2
535,2017-06-18 00:00:00+05:30,2017,6,June     ,18,0,Sunday   ,t,2
536,2017-06-19 00:00:00+05:30,2017,6,June     ,19,1,Monday   ,f,2
537,2017-06-20 00:00:00+05:30,2017,6,June     ,20,2,Tuesday  ,f,2
538,2017-06-21 00:00:00+05:30,2017,6,June     ,21,3,Wednesday,f,2
539,2017-06-22 00:00:00+05:30,2017,6,June     ,22,4,Thursday ,f,2
540,2017-06-23 00:00:00+05:30,2017,6,June     ,23,5,Friday   ,f,2
541,2017-06-24 00:00:00+05:30,2017,6,June     ,24,6,Saturday ,t,2
542,2017-06-25 00:00:00+05:30,2017,6,June     ,25,0,Sunday   ,t,2
543,2017-06-26 00:00:00+05:30,2017,6,June     ,26,1,Monday   ,f,2
544,2017-06-27 00:00:00+05:30,2017,6,June     ,27,2,Tuesday  ,f,2
545,2017-06-28 00:00:00+05:30,2017,6,June     ,28,3,Wednesday,f,2
546,2017-06-29 00:00:00+05:30,2017,6,June     ,29,4,Thursday ,f,2
547,2017-06-30 00:00:00+05:30,2017,6,June     ,30,5,Friday   ,f,2
548,2017-07-01 00:00:00+05:30,2017,7,July     ,1,6,Saturday ,t,3
549,2017-07-02 00:00:00+05:30,2017,7,July     ,2,0,Sunday   ,t,3
550,2017-07-03 00:00:00+05:30,2017,7,July     ,3,1,Monday   ,f,3
551,2017-07-04 00:00:00+05:30,2017,7,July     ,4,2,Tuesday  ,f,3
552,2017-07-05 00:00:00+05:30,2017,7,July     ,5,3,Wednesday,f,3
553,2017-07-06 00:00:00+05:30,2017,7,July     ,6,4,Thursday ,f,3
554,2017-07-07 00:00:00+05:30,2017,7,July     ,7,5,Friday   ,f,3
555,2017-07-08 00:00:00+05:30,2017,7,July     ,8,6,Saturday ,t,3
556,2017-07-09 00:00:00+05:30,2017,7,July     ,9,0,Sunday   ,t,3
557,2017-07-10 00:00:00+05:30,2017,7,July     ,10,1,Monday   ,f,3
558,2017-07-11 00:00:00+05:30,2017,7,July     ,11,2,Tuesday  ,f,3
559,2017-07-12 00:00:00+05:30,2017,7,July     ,12,3,Wednesday,f,3
560,2017-07-13 00:00:00+05:30,2017,7,July     ,13,4,Thursday ,f,3
561,2017-07-14 00:00:00+05:30,2017,7,July     ,14,5,Friday   ,f,3
562,2017-07-15 00:00:00+05:30,2017,7,July     ,15,6,Saturday ,t,3
563,2017-07-16 00:00:00+05:30,2017,7,July     ,16,0,Sunday   ,t,3
564,2017-07-17 00:00:00+05:30,2017,7,July     ,17,1,Monday   ,f,3
565,2017-07-18 00:00:00+05:30,2017,7,July     ,18,2,Tuesday  ,f,3
566,2017-07-19 00:00:00+05:30,2017,7,July     ,19,3,Wednesday,f,3
567,2017-07-20 00:00:00+05:30,2017,7,July     ,20,4,Thursday ,f,3
568,2017-07-21 00:00:00+05:30,2017,7,July     ,21,5,Friday   ,f,3
569,2017-07-22 00:00:00+05:30,2017,7,July     ,22,6,Saturday ,t,3
570,2017-07-23 00:00:00+05:30,2017,7,July     ,23,0,Sunday   ,t,3
571,2017-07-24 00:00:00+05:30,2017,7,July     ,24,1,Monday   ,f,3
572,2017-07-25 00:00:00+05:30,2017,7,July     ,25,2,Tuesday  ,f,3
573,2017-07-26 00:00:00+05:30,2017,7,July     ,26,3,Wednesday,f,3
574,2017-07-27 00:00:00+05:30,2017,7,July     ,27,4,Thursday ,f,3
575,2017-07-28 00:00:00+05:30,2017,7,July     ,28,5,Friday   ,f,3
576,2017-07-29 00:00:00+05:30,2017,7,July     ,29,6,Saturday ,t,3
577,2017-07-30 00:00:00+05:30,2017,7,July     ,30,0,Sunday   ,t,3
578,2017-07-31 00:00:00+05:30,2017,7,July     ,31,1,Monday   ,f,3
579,2017-08-01 00:00:00+05:30,2017,8,August   ,1,2,Tuesday  ,f,3
580,2017-08-02 00:00:00+05:30,2017,8,August   ,2,3,Wednesday,f,3
581,2017-08-03 00:00:00+05:30,2017,8,August   ,3,4,Thursday ,f,3
582,2017-08-04 00:00:00+05:30,2017,8,August   ,4,5,Friday   ,f,3
583,2017-08-05 00:00:00+05:30,2017,8,August   ,5,6,Saturday ,t,3
584,2017-08-06 00:00:00+05:30,2017,8,August   ,6,0,Sunday   ,t,3
585,2017-08-07 00:00:00+05:30,2017,8,August   ,7,1,Monday   ,f,3
586,2017-08-08 00:00:00+05:30,2017,8,August   ,8,2,Tuesday  ,f,3
587,2017-08-09 00:00:00+05:30,2017,8,August   ,9,3,Wednesday,f,3
588,2017-08-10 00:00:00+05:30,2017,8,August   ,10,4,Thursday ,f,3
589,2017-08-11 00:00:00+05:30,2017,8,August   ,11,5,Friday   ,f,3
590,2017-08-12 00:00:00+05:30,2017,8,August   ,12,6,Saturday ,t,3
591,2017-08-13 00:00:00+05:30,2017,8,August   ,13,0,Sunday   ,t,3
592,2017-08-14 00:00:00+05:30,2017,8,August   ,14,1,Monday   ,f,3
593,2017-08-15 00:00:00+05:30,2017,8,August   ,15,2,Tuesday  ,f,3
594,2017-08-16 00:00:00+05:30,2017,8,August   ,16,3,Wednesday,f,3
595,2017-08-17 00:00:00+05:30,2017,8,August   ,17,4,Thursday ,f,3
596,2017-08-18 00:00:00+05:30,2017,8,August   ,18,5,Friday   ,f,3
597,2017-08-19 00:00:00+05:30,2017,8,August   ,19,6,Saturday ,t,3
598,2017-08-20 00:00:00+05:30,2017,8,August   ,20,0,Sunday   ,t,3
599,2017-08-21 00:00:00+05:30,2017,8,August   ,21,1,Monday   ,f,3
600,2017-08-22 00:00:00+05:30,2017,8,August   ,22,2,Tuesday  ,f,3
601,2017-08-23 00:00:00+05:30,2017,8,August   ,23,3,Wednesday,f,3
602,2017-08-24 00:00:00+05:30,2017,8,August   ,24,4,Thursday ,f,3
603,2017-08-25 00:00:00+05:30,2017,8,August   ,25,5,Friday   ,f,3
604,2017-08-26 00:00:00+05:30,2017,8,August   ,26,6,Saturday ,t,3
605,2017-08-27 00:00:00+05:30,2017,8,August   ,27,0,Sunday   ,t,3
606,2017-08-28 00:00:00+05:30,2017,8,August   ,28,1,Monday   ,f,3
607,2017-08-29 00:00:00+05:30,2017,8,August   ,29,2,Tuesday  ,f,3
608,2017-08-30 00:00:00+05:30,2017,8,August   ,30,3,Wednesday,f,3
609,2017-08-31 00:00:00+05:30,2017,8,August   ,31,4,Thursday ,f,3
610,2017-09-01 00:00:00+05:30,2017,9,September,1,5,Friday   ,f,3
611,2017-09-02 00:00:00+05:30,2017,9,September,2,6,Saturday ,t,3
612,2017-09-03 00:00:00+05:30,2017,9,September,3,0,Sunday   ,t,3
613,2017-09-04 00:00:00+05:30,2017,9,September,4,1,Monday   ,f,3
614,2017-09-05 00:00:00+05:30,2017,9,September,5,2,Tuesday  ,f,3
615,2017-09-06 00:00:00+05:30,2017,9,September,6,3,Wednesday,f,3
616,2017-09-07 00:00:00+05:30,2017,9,September,7,4,Thursday ,f,3
617,2017-09-08 00:00:00+05:30,2017,9,September,8,5,Friday   ,f,3
618,2017-09-09 00:00:00+05:30,2017,9,September,9,6,Saturday ,t,3
619,2017-09-10 00:00:00+05:30,2017,9,September,10,0,Sunday   ,t,3
620,2017-09-11 00:00:00+05:30,2017,9,September,11,1,Monday   ,f,3
621,2017-09-12 00:00:00+05:30,2017,9,September,12,2,Tuesday  ,f,3
622,2017-09-13 00:00:00+05:30,2017,9,September,13,3,Wednesday,f,3
623,2017-09-14 00:00:00+05:30,2017,9,September,14,4,Thursday ,f,3
624,2017-09-15 00:00:00+05:30,2017,9,September,15,5,Friday   ,f,3
625,2017-09-16 00:00:00+05:30,2017,9,September,16,6,Saturday ,t,3
626,2017-09-17 00:00:00+05:30,2017,9,September,17,0,Sunday   ,t,3
627,2017-09-18 00:00:00+05:30,2017,9,September,18,1,Monday   ,f,3
628,2017-09-19 00:00:00+05:30,2017,9,September,19,2,Tuesday  ,f,3
629,2017-09-20 00:00:00+05:30,2017,9,September,20,3,Wednesday,f,3
630,2017-09-21 00:00:00+05:30,2017,9,September,21,4,Thursday ,f,3
631,2017-09-22 00:00:00+05:30,2017,9,September,22,5,Friday   ,f,3
632,2017-09-23 00:00:00+05:30,2017,9,September,23,6,Saturday ,t,3
633,2017-09-24 00:00:00+05:30,2017,9,September,24,0,Sunday   ,t,3
634,2017-09-25 00:00:00+05:30,2017,9,September,25,1,Monday   ,f,3
635,2017-09-26 00:00:00+05:30,2017,9,September,26,2,Tuesday  ,f,3
636,2017-09-27 00:00:00+05:30,2017,9,September,27,3,Wednesday,f,3
637,2017-09-28 00:00:00+05:30,2017,9,September,28,4,Thursday ,f,3
638,2017-09-29 00:00:00+05:30,2017,9,September,29,5,Friday   ,f,3
639,2017-09-30 00:00:00+05:30,2017,9,September,30,6,Saturday ,t,3
640,2017-10-01 00:00:00+05:30,2017,10,October  ,1,0,Sunday   ,t,4
641,2017-10-02 00:00:00+05:30,2017,10,October  ,2,1,Monday   ,f,4
642,2017-10-03 00:00:00+05:30,2017,10,October  ,3,2,Tuesday  ,f,4
643,2017-10-04 00:00:00+05:30,2017,10,October  ,4,3,Wednesday,f,4
644,2017-10-05 00:00:00+05:30,2017,10,October  ,5,4,Thursday ,f,4
645,2017-10-06 00:00:00+05:30,2017,10,October  ,6,5,Friday   ,f,4
646,2017-10-07 00:00:00+05:30,2017,10,October  ,7,6,Saturday ,t,4
647,2017-10-08 00:00:00+05:30,2017,10,October  ,8,0,Sunday   ,t,4
648,2017-10-09 00:00:00+05:30,2017,10,October  ,9,1,Monday   ,f,4
649,2017-10-10 00:00:00+05:30,2017,10,October  ,10,2,Tuesday  ,f,4
650,2017-10-11 00:00:00+05:30,2017,10,October  ,11,3,Wednesday,f,4
651,2017-10-12 00:00:00+05:30,2017,10,October  ,12,4,Thursday ,f,4
652,2017-10-13 00:00:00+05:30,2017,10,October  ,13,5,Friday   ,f,4
653,2017-10-14 00:00:00+05:30,2017,10,October  ,14,6,Saturday ,t,4
654,2017-10-15 00:00:00+05:30,2017,10,October  ,15,0,Sunday   ,t,4
655,2017-10-16 00:00:00+05:30,2017,10,October  ,16,1,Monday   ,f,4
656,2017-10-17 00:00:00+05:30,2017,10,October  ,17,2,Tuesday  ,f,4
657,2017-10-18 00:00:00+05:30,2017,10,October  ,18,3,Wednesday,f,4
658,2017-10-19 00:00:00+05:30,2017,10,October  ,19,4,Thursday ,f,4
